"url","tytul","cena","zdjecie","sprzedajacy","lokalizacja","pozostala_liczba_par","minimalna_cena_dostawy","maksymalna_cena_dostawy","licznik_sprzedazy","stan","płeć","wysokość","materiał zewnętrzny","materiał wkładki","kolor","dostawa z Polski","rozmiar","marka","rodzaj obcasa","wysokość obcasa (cm)","fason","wysokość cholewki","kształt noska","waga (z opakowaniem)","typ","rodzaj"
"http://allegro.pl/timberki-kolory-trapery-timberlandki-stylowe-botki-i6528763106.html","TIMBERKI KOLORY TRAPERY TIMBERLANDKI STYLOWE BOTKI(6528763106)","79.99","https://a.allegroimg.com/s400/01759b/a5d009b14c82a3d150702c1c4c7a","HurtowniaModa","Sprzedaż  wysyłkowa","543","10","13","126 osób kupiło 172 sztuki","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie szarości i srebra, wielokolorowy, odcienie czerwieni, odcienie różu, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-nike-court-borough-mid-r-41-48-5-force-max-i6528506434.html","Buty NIKE COURT BOROUGH MID r.41-48,5 FORCE MAX(6528506434)","219.99","https://9.allegroimg.com/s400/0130c4/5a50b78a4ed1aa0b275afff45739","ProSport24pl","Ostróda","14","8.6","15.99","189 osób kupiło 198 par","nowy","produkt męski","niskie","skóra naturalna","tworzywo sztuczne","biel, czerń","tak","41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/mcp1-boho-botki-slupek-fr20-black-36-39-i6538094957.html","MCP1 BOHO BOTKI SŁUPEK FR20 black 36-39(6538094957)","39.99","https://9.allegroimg.com/s400/06fd4f/5fe9279e489ebc1bd35808e906e9","Royal_fashion","Warszawa","66","15","20","101 osób kupiło 105 par","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń","tak","36, 37, 38, 39","Inna marka","słupek","8.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/olivia-kozaki-za-kolano-zamszowe-obcas-slupek-i6465216427.html","OLIVIA ____ Kozaki ZA KOLANO ZAMSZOWE OBCAS SŁUPEK(6465216427)","88.98","https://9.allegroimg.com/s400/01e858/873e7a764969a6d620d7e2d8d089","Lady-fashion","lublin","949","14.97","18.49","283 osoby kupiły 304 pary","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka","słupek","9.00","klasyczne","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/jd-olivia-kozaki-za-kolano-zamszowe-obcas-slupek-i6562873054.html","JD OLIVIA _ Kozaki ZA KOLANO ZAMSZOWE OBCAS SŁUPEK(6562873054)","83.98","https://2.allegroimg.com/s400/06a1e2/0184a535474e9ce33bc52b7c08c2","Lady-fashion","lublin","86","14.97","18.49","22 osoby kupiły 28 par","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","7.50","klasyczne","powyżej kolana","migdałowy",NA,NA,NA
"http://allegro.pl/wysokie-trampki-biale-botki-buty-p-ab242-wyprzed-i6465910926.html","Wysokie trampki białe botki buty p Ab242 Wyprzed(6465910926)","24.90","https://d.allegroimg.com/s400/01a4b2/5176ed1547d592bf82d58942219d","Selui","Myszków","51","8.9","11.9","230 osób kupiło 300 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","biel","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/totalny-must-have-botki-zamek-blacha-2045-46kolory-i6536835003.html","TOTALNY MUST HAVE BOTKI ZAMEK BLACHA 2045/46KOLORY(6536835003)","89.00","https://3.allegroimg.com/s400/01a4b5/ba90692a486faf4f74c871520013","FASHION__QUEEN","Przemyśl","96","13","19","124 osoby kupiły 142 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie brązu i beżu, odcienie szarości i srebra, odcienie żółtego i złota, wielokolorowy, odcienie różu, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00",NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/ocieplane-timberki-trapery-botki-50-sale-i6568435555.html","OCIEPLANE TIMBERKI TRAPERY BOTKI -50% ! SALE %(6568435555)","54.94","https://4.allegroimg.com/s400/06b4bd/96d2e1eb4d18bd24ca7962567874","Lady-fashion","lublin","55","14.97","18.49","3 osoby kupiły 3 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/mdp1-azurowe-botki-b13006-black-r36-41-i6472419239.html","MDP1 AZUROWE BOTKI B13006 BLACK R36-41(6472419239)","22.99","https://4.allegroimg.com/s400/0103d3/6cb3588f468caa399ab26d455374","Royal_fashion","Warszawa","70","15","20","219 osób kupiło 237 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","4.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/botki-azurowe-czarne-z-gumka-6752b-super-cena-i6462831205.html","Botki Ażurowe Czarne z Gumką 6752B SUPER CENA !!!(6462831205)","35.00","https://4.allegroimg.com/s400/016d8d/b83bbc694d7099072a0da8863804","aslander_pl","INTERNET","183","13","17","272 osoby kupiły 302 pary","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/cieple-zamszowe-botki-na-slupku-zloty-zamek-i6562820838.html","CIEPŁE ZAMSZOWE BOTKI NA SŁUPKU, ZŁOTY ZAMEK(6562820838)","62.00","https://1.allegroimg.com/s400/013800/3c876d4641bcb82ed9a4f67850c1","pajmo","Zamość","31","8","10","22 osoby kupiły 28 sztuk","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","9.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/mal10-zgrabne-azurowe-kozaki-hx0030-beige-36-41-i6522175591.html","MAL10 ZGRABNE AŻUROWE KOZAKI HX0030 BEIGE 36-41(6522175591)","49.99","https://4.allegroimg.com/s400/0674c9/376b73684841831c10a4a3ba6e64","Royal_fashion","Warszawa","125","15","20","125 osób kupiło 141 par","nowy","produkt damski",NA,"tworzywo skóropodobne","skóra naturalna","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.20","oficerki","do kolana","okrągły",NA,NA,NA
"http://allegro.pl/sneakers-koturn-fredzle-koturny-bl-10-szare-i6480886186.html","%%% SNEAKERS Koturn Frędzle KOTURNY BL-10 SZARE(6480886186)","65.00","https://c.allegroimg.com/s400/017579/1545b67b4854bf4e3d8050c3e20c","FASHION__QUEEN","Przemyśl","10","13","19","200 osób kupiło 211 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","biel, odcienie szarości i srebra, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40","Inna marka","koturn","8.00",NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/buty-damskie-czarne-kozaki-na-szpilce-p-ac81-i6560650161.html","Buty damskie CZARNE KOZAKI NA SZPILCE p Ac81(6560650161)","49.90","https://8.allegroimg.com/s400/01111c/8ae854cb4ac0b3336ad020b1a458","Selui","Myszków","56","8.9","11.9","32 osoby kupiły 32 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","szpilka","12.00","inny fason","do kolana","migdałowy",NA,NA,NA
"http://allegro.pl/buty-damskie-adidas-advantage-aw4885-biale-i6361409896.html","Buty damskie Adidas Advantage AW4885 Białe(6361409896)","108.90","https://c.allegroimg.com/s400/0126cb/5a3274904de2af7087e57eed257c","eoryginalne_hurt","INTERNET","308","8.6","12","89 osób kupiło 94 pary","nowy",NA,"niskie","tworzywo skóropodobne","inny materiał","biel",NA,"36, 36,5, 37, 38, 38,5, 39, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/2339-kalosze-italy-oficerki-blyszczace-black-36-41-i6060602479.html","2339 KALOSZE ITALY OFICERKI BŁYSZCZĄCE BLACK 36-41(6060602479)","29.99","https://1.allegroimg.com/s400/011921/67ad20e04e7c861d5d210cf44141","ibuciki_pl","Ostrowiec Świętokrzyski","215","9.99","17.99","224 osoby kupiły 257 par","nowy","produkt damski",NA,"guma","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-puma-rebound-streetl-skorzane-359252-02-i6490124639.html","Buty PUMA REBOUND STREETL Skórzane (359252 02)(6490124639)","169.99","https://e.allegroimg.com/s400/0654ac/1700cdb04e2d821f011e9c243b1e",NA,"Elbląg","34","10","12","69 osób kupiło 69 sztuk","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","czerń","tak","38, 38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/trampki-buty-converse-m7652-all-star-biel-oryginal-i6273662442.html","TRAMPKI BUTY CONVERSE M7652 ALL STAR BIEL ORYGINAŁ(6273662442)","159.99","https://6.allegroimg.com/s400/016a5d/e87f57ff442a937c179270f7deb6","modnie24","Poznań","21","8.6","12.1",NA,"nowy",NA,"niskie","tkanina","inny materiał","biel","tak","36, 36,5, 37, 37,5, 38, 39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-trapery-trekkingowe-zimowe-meskie-86037-navy-i6482659831.html","BUTY TRAPERY TREKKINGOWE ZIMOWE MĘSKIE 86037 NAVY(6482659831)","89.00","https://2.allegroimg.com/s400/01cd02/6e4842d841e4ac9cdf7171ce2502","BUTY-ROKLAND","Rzeszów","111","13","16","61 osób kupiło 64 pary","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","odcienie niebieskiego",NA,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/klasyczne-timberki-botki-stylowe-trapery-czerwone-i6564356181.html","Klasyczne TIMBERKI botki STYLOWE trapery CZERWONE(6564356181)","79.00","https://d.allegroimg.com/s400/010412/bd11408a4ee1b6cec53111b2848d","Soluel_","Warszawa","18","10","15","5 osób kupiło 5 par","nowy","produkt damski",NA,"inny materiał","inny materiał","odcienie czerwieni","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00",NA,NA,NA,"0.50 [kg]",NA,NA
"http://allegro.pl/wysokie-ocieplane-kozaki-botki-8524-taupe-i6555029641.html","WYSOKIE OCIEPLANE KOZAKI BOTKI 8524 TAUPE(6555029641)","29.99","https://f.allegroimg.com/s400/01c282/9b44f5944a3d88344fcbcd97c6cf","GEMRE","Ząbki","90","12","17","12 osób kupiło 16 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00","oficerki","do kolana","okrągły",NA,NA,NA
"http://allegro.pl/sniegowce-emu-eskimoski-z-kokarda-3-kolory-i6556980174.html","ŚNIEGOWCE EMU ESKIMOSKI ***Z KOKARDĄ*** 3 KOLORY(6556980174)","69.00","https://6.allegroimg.com/s400/01b148/f9c56aea4b4d922fd823d82755c6","kaczmar119","Nysa","387","15","15","11 osób kupiło 13 sztuk","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń, odcienie brązu i beżu",NA,"35, 36, 37, 38, 39, 40, 41, 42","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-czarne-botki-na-slupku-p-ad8-i6555714442.html","Buty damskie CZARNE BOTKI NA SŁUPKU p Ad8(6555714442)","69.90","https://8.allegroimg.com/s400/0138bb/693b62c04961b0f55098d61ea678","Selui","Myszków","1","7.49","11.9","13 osób kupiło 13 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-jesieni-kozaki-szare-puder-slupek-skora-beyco-i6390130064.html","HIT JESIENI KOZAKI szare, puder SŁUPEK SKÓRA BEYCO(6390130064)","329.00","https://4.allegroimg.com/s400/016496/d50c3f714ee0a39bcc5d2a36f064","12Aligator15","@","40",NA,NA,"78 osób kupiło 85 sztuk","nowy",NA,NA,"skóra naturalna","skóra naturalna","odcienie szarości i srebra, odcienie różu",NA,"36, 37, 38, 39, 40","Inna marka","słupek","8.00","muszkieterki","do kolana","migdałowy",NA,NA,NA
"http://allegro.pl/698pr-brazowe-kozaki-muszkietery-okazja-r-36-41-i6540568387.html","698PR BRĄZOWE KOZAKI MUSZKIETERY OKAZJAr. 36-41(6540568387)","34.99","https://8.allegroimg.com/s400/01b0e9/f6587a694888b5f1d531829d9c38","BucikiDlaCiebie","Zielona Góra","7","12","20","25 osób kupiło 25 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","1.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/hit-lakierowane-skorzane-glany-czarne-zimowe-mckey-i6557303032.html","HIT LAKIEROWANE SKÓRZANE GLANY czarne ZIMOWE McKey(6557303032)","159.90","https://a.allegroimg.com/s400/01008f/ca0068584a8daee122044178dffa","www_butyraj_pl","Inowrocław","27",NA,NA,"17 osób kupiło 17 par","nowy","produkt uniseks",NA,"skóra naturalna","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/mokasyny-slip-on-platforma-lakier-yuki-czarne-i6481550381.html","-% MOKASYNY SLIP ON PLATFORMA LAKIER YUKI CZARNE(6481550381)","29.00","https://7.allegroimg.com/s400/06fb9c/bced4176426ea169cacbad0ecfa7","RedPumps","warszawa","79","8","10","77 osób kupiło 82 sztuki","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/meskie-ocieplane-sztyblety-skora-nat-339-czarne-i6514706407.html","MĘSKIE ocieplane SZTYBLETY SKÓRA NAT. 339 czarne(6514706407)","109.00","https://0.allegroimg.com/s400/01b7cb/c0fe3e434ee29e04e6ba4afd6ff0","cowig","Warszawa/ Sprzedaż tylko wysyłkowa","20","10","13","58 osób kupiło 59 sztuk","nowy",NA,NA,"skóra naturalna","inny materiał","czerń",NA,"39, 40, 41, 42, 43, 44, 45, 46, 47, 48","Inna marka",NA,NA,"sznurowane",NA,NA,NA,NA,NA
"http://allegro.pl/air-system-1-mid-adidasy-biale-wysokie-36-46-i6515885845.html","AIR system 1 MID ADIDASY BIAŁE WYSOKIE 36-46(6515885845)","59.99","https://1.allegroimg.com/s400/0122c9/fd683ad047269d610ee6e2d7e2a1","HurtowniaModa","Warszawa/ Sprzedaż tylko wysyłkowa","29","10","13","52 osoby kupiły 57 sztuk","nowy",NA,"wysokie","tworzywo skóropodobne","inny materiał","biel","tak","36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/onaion58-kalosze-black-oficerki-kbu402-i6413641577.html","onaion58 KALOSZE black OFICERKI KBU402(6413641577)","68.99","https://a.allegroimg.com/s400/01e99f/fdc7d16e434fa4752f6241008eda","onaion58","Kartuzy","37","8.6","16","113 osób kupiło 122 pary","nowy",NA,NA,"guma","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/klasyczne-biale-trampki-tenisowki-buty-ab185-p-i6407990084.html","Klasyczne białe trampki, tenisówki, buty ab185 p(6407990084)","19.90","https://2.allegroimg.com/s400/0125bd/0a1e8770419eaa9f5b37f8edf7d2","Selui","Myszków","76","7.49","11.9","61 osób kupiło 79 par","nowy","produkt uniseks","niskie","tkanina","inny materiał","biel","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,"wiązane",NA
"http://allegro.pl/buty-swiecace-led-sportowe-podswietlane-czarne-hit-i6498036015.html","BUTY ŚWIECĄCE LED SPORTOWE PODŚWIETLANE CZARNE HIT(6498036015)","99.00","https://8.allegroimg.com/s400/014286/a914030347d3b403a1600cf7f158","BUTY-ROKLAND","Rzeszów","10","11","16","54 osoby kupiły 67 par","nowy",NA,"niskie","tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/nike-court-borough-mid-839977-100-buty-damskie-i6543307703.html","NIKE COURT BOROUGH MID 839977 100 Buty damskie(6543307703)","197.00","https://d.allegroimg.com/s400/014da4/93e94fa54f7db5a91b53955d0fad","FABRYKACEN_PL","sprzedaż wysyłkowa","16","8.6","15","20 osób kupiło 23 pary","nowy","produkt damski","wysokie","inny materiał","inny materiał","biel","tak","36, 36,5, 37,5, 38, 38,5, 39, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/43-adidas-zx-flux-m21294-originals-damskie-meskie-i6507266125.html","43% ADIDAS ZX FLUX M21294 ORIGINALS DAMSKIE MĘSKIE(6507266125)","175.00","https://c.allegroimg.com/s400/012a68/229ea218466ab9495a006cad299c","basicsport_pl","Rekcin","99","8.6","14","50 osób kupiło 52 pary","nowy","produkt uniseks","niskie","tkanina","inny materiał","czerń","tak","32, 32,5, 33, 33,5, 34, 34,5, 35, 35,5, 36, 36,5, 37, 37,5, 38, 38,5, 39, 39,5, 40, 40,5, 41, 41,5, 42, 42,5, 43, 43,5, 44, 44,5, 45, 45,5, 46, 46,5, 47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/b309-kozaki-buty-zimowe-botki-czarne-cieple-36-41-i6563183968.html","B309 KOZAKI BUTY ZIMOWE BOTKI CZARNE CIEPŁE36-41(6563183968)","29.99","https://c.allegroimg.com/s400/01545a/7c2c0e814f8189e77ae84e17c3bc","butiq_expertbp","Zawiercie","492","10","20","9 osób kupiło 9 sztuk","nowy","produkt damski",NA,"inny materiał","inny materiał","inny kolor","tak","37, 38, 39, 40, 41","Inna marka","kaczuszka","4.00","inny fason","do połowy łydki","okrągły",NA,NA,NA
"http://allegro.pl/bed3-klasyczne-timberki-trapery-botki-ocieplane-i6566947981.html","BED3 KLASYCZNE TIMBERKI TRAPERY BOTKI OCIEPLANE(6566947981)","39.98","https://3.allegroimg.com/s400/06e9ef/dc56adf94c1998b1c99153bdb833","Lady-fashion","lublin","237","14.97","18.49","1 osoba kupiła 3 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/damskie-czarny-botki-sztyblety-vax143b-super-cena-i6564785756.html","DAMSKIE CZARNY BOTKI SZTYBLETY VAX143B SUPER CENA(6564785756)","39.00","https://c.allegroimg.com/s400/014508/63c7cd3842929a729379557f865c","aslander_pl","INTERNET","34","13","17","5 osób kupiło 6 par","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41, 42","Inna marka","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/botki-trampki-timberki-back-camel-991-i6497699629.html","BOTKI TRAMPKI TIMBERKI BACK, CAMEL 991(6497699629)","39.90","https://6.allegroimg.com/s400/017bdc/c06568a440b3bc302f00d0e29216","aslander_pl","INTERNET","9","13","17","43 osoby kupiły 46 par","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","biel, czerń, odcienie brązu i beżu, odcienie żółtego i złota",NA,"36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/onaion58-sneakersy-botki-zamszowe-kbu649-i6566944094.html","onaion58 SNEAKERSY botki ZAMSZOWE KBU649(6566944094)","108.99","https://8.allegroimg.com/s400/01b11d/1424b6734a52b40e7c7714fcdb48","onaion58","Kartuzy","58","8.6","16","3 osoby kupiły 7 par","nowy",NA,NA,"inny materiał","inny materiał","czerń",NA,"36, 37, 38, 39, 40","Inna marka","koturn","7.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/adidas-superstar-i6567362033.html","Adidas Superstar(6567362033)","118.00","https://2.allegroimg.com/s400/01ff25/ac24597242058526f58c68c46ec2","ziemek79","MLAWA","448","22","22","1 osoba kupiła 1 sztukę","nowy",NA,"niskie","tworzywo skóropodobne","inny materiał","czerń","nie","36, 37, 38, 39, 40, 41, 42, 43, 44",NA,NA,NA,NA,NA,NA,"0.60 [kg]",NA,NA
"http://allegro.pl/lu-boo-kozaki-za-kolano-long-blaszka-b-8-cz-i6541542308.html","LU BOO KOZAKI ZA KOLANO LONG BLASZKA B-8 /CZ/(6541542308)","129.00","https://9.allegroimg.com/s400/01c9ee/01356d634c51984eb5016a0325a9","syrius_2010","Myszków","6","8.6","11","28 osób kupiło 32 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.50","muszkieterki","powyżej kolana","okrągły","2.00 [kg]",NA,NA
"http://allegro.pl/5603-czarne-traperki-trapery-ocieplane-botki-i6565364617.html","5603 CZARNE TRAPERKI TRAPERY OCIEPLANE BOTKI(6565364617)","69.99","https://5.allegroimg.com/s400/0161f9/c36a8ae641a2965a6b97e570fbd5","ibuciki_pl","Ostrowiec Świętokrzyski","1","9.99","17.99","3 osoby kupiły 3 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","38, 39, 40","Inna marka","płaski obcas","3.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/trapery-1-16-timberlandki-flover-czarne-w-kwiatki-i6485077235.html","TRAPERY 1-16 TIMBERLANDKI FLOVER CZARNE W KWIATKI(6485077235)","119.99","https://b.allegroimg.com/s400/01a5da/595a1abd4bfda4f00b76cb1b8bfb","e-modi","Internet","2","8.6","19.99","72 osoby kupiły 79 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, wielokolorowy","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,"3.00 [kg]",NA,NA
"http://allegro.pl/buty-damskie-pikowane-botki-obcas-ac44-p-czarne-i6557587689.html","Buty damskie PIKOWANE BOTKI OBCAS Ac44 p Czarne(6557587689)","59.90","https://f.allegroimg.com/s400/017042/9173be9a4ea48f432e064191764f","Selui","Myszków","44","7.49","11.9","10 osób kupiło 10 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka","słupek","9.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/trampki-buty-converse-all-star-m7652-c-oryginal-i6443947446.html","TRAMPKI BUTY CONVERSE ALL STAR M7652 C ORYGINAŁ(6443947446)","139.00","https://5.allegroimg.com/s400/017b26/9b9bf87c4505a47535112912db95","TOP-GOODS","INTERNET","158","8.6","12.1","17 osób kupiło 17 par","nowy",NA,"niskie","tkanina","inny materiał","biel",NA,"36, 36,5, 37, 37,5, 38, 39, 39,5, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/6040-czarne-matowe-kalosze-botki-meliski-sztyblety-i6463120450.html","6040 CZARNE MATOWE KALOSZE BOTKI MELISKI SZTYBLETY(6463120450)","24.99","https://6.allegroimg.com/s400/0151fd/776bfd304e16ae4277b2c28708f6","ibuciki_pl","Ostrowiec Świętokrzyski","16","9.99","17.99","71 osób kupiło 74 pary","nowy","produkt damski",NA,"guma","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-zx-700-s80528-originals-czarne-i6543541664.html","Buty męskie Adidas ZX 700 S80528 #ORIGINALS CZARNE(6543541664)","263.99","https://4.allegroimg.com/s400/015273/731ce9f64dc79d448faa12d0a604","tradis-sport","Internet","53","8.6","15","39 osób kupiło 39 par","nowy","produkt męski","niskie","skóra naturalna","inny materiał","czerń","tak","40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/50-buty-botki-na-grubym-slupku-obcas-czarne-i6507623515.html","-50% BUTY BOTKI NA GRUBYM SŁUPKU OBCAS CZARNE(6507623515)","69.00","https://8.allegroimg.com/s400/01f8ff/b423da264294941dcc3c562b2f58","Papilion-Sklep","Stalowa Wola","22","9","16","32 osoby kupiły 34 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","9.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/trapery-timberlandki-botki-8148-pudrowy-roz-i6536904430.html","-%%% TRAPERY TIMBERLANDKI BOTKI 8148 PUDROWY RÓŻ(6536904430)","69.99","https://5.allegroimg.com/s400/011a65/54cec6ec4b50b1fb614aeb8a5675","FASHION__QUEEN","Przemyśl","21","13","19","32 osoby kupiły 33 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","wielokolorowy, odcienie różu, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.50",NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/mieciutkie-sneakersy-na-koturnie-fredzle-czerwone-i6544317043.html","MIĘCIUTKIE SNEAKERSY NA KOTURNIE FRĘDZLE CZERWONE(6544317043)","77.77","https://1.allegroimg.com/s400/01432c/b7e556654e64b287169855cdcc51","Lady-fashion","lublin","31","14.97","18.49","20 osób kupiło 20 par","nowy","produkt damski",NA,"inny materiał","inny materiał","biel, odcienie czerwieni","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","8.50",NA,NA,NA,NA,NA,NA
